ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME
10103,42,100,4460.8,1/29/2003 0:00 ,Shipped   ,1,1,2003,Classic Cars,S700_282,Baane Mini Imports            ,07-98 9555      ,Erling Skakkes gate 78                  ,Stavern       ,,4110    ,Norway       ,Bergulfsen,Jonas    
10114,42,100,4758.2,4/1/2003 0:00  ,Shipped   ,2,4,2003,Classic Cars,S700_282,"La Corne D'abondance, Co.     ",(1) 42.34.2555  ,"265, boulevard Charonne                 ",Paris         ,,75012   ,France       ,Bertrand  ,Marie    
10126,45,100,4597.2,5/28/2003 0:00 ,Shipped   ,2,5,2003,Classic Cars,S700_282,"Corrida Auto Replicas, Ltd    ",(91) 555 22 82  ,"C/ Araquil, 67                          ",Madrid        ,,28023   ,Spain        ,Sommer    ,Mart¡n   
10140,36,100,4114.8,7/24/2003 0:00 ,Shipped   ,3,7,2003,Classic Cars,S700_282,Technics Stores Inc.          ,6505556809      ,9408 Furth Circle                       ,Burlingame    ,CA        ,94217   ,USA          ,Hirano    ,Juri     
10150,20,100,2104,9/19/2003 0:00 ,Shipped   ,3,9,2003,Classic Cars,S700_282,"Dragon Souveniers, Ltd.       ",+65 221 7555    ,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye    ",Singapore     ,,079903  ,Singapore    ,Natividad ,Eric     
10164,39,81.9,3195.3,10/21/2003 0:00,Resolved  ,4,10,2003,Classic Cars,S700_282,Mini Auto Werke               ,7675-3555       ,Kirchgasse 6                            ,Graz          ,,8010    ,Austria      ,Mendel    ,Roland   
10175,42,86,3611.2,11/6/2003 0:00 ,Shipped   ,4,11,2003,Classic Cars,S700_282,"Stylish Desk Decors, Co.      ",(171) 555-0297  ,35 King George                          ,London        ,,WX3 6FW ,UK           ,Brown     ,Ann      
10183,23,87,2000.8,11/13/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S700_282,"Classic Gift Ideas, Inc       ",2155554695      ,782 First Street                        ,Philadelphia  ,PA        ,71270   ,USA          ,Cervantes ,Francisca
10194,26,89,2314.3,11/25/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S700_282,"Saveley & Henriot, Co.        ",78.32.5555      ,"2, rue du Commerce                      ",Lyon          ,,69004   ,France       ,Saveley   ,Mary     
10206,33,100,3871.9,12/5/2003 0:00 ,Shipped   ,4,12,2003,Classic Cars,S700_282,Canadian Gift Exchange Network,(604) 555-3392  ,1900 Oak St.                            ,Vancouver     ,BC        ,V3F 2K1 ,Canada       ,Tannamuri ,Yoshi    
10217,31,88,2728,2/4/2004 0:00  ,Shipped   ,1,2,2004,Classic Cars,S700_282,Handji Gifts& Co              ,+65 224 1555    ,Village Close - 106 Linden Road Sandown ,Singapore     ,,069045  ,Singapore    ,Victorino ,Wendy    
10229,50,100,5614,3/11/2004 0:00 ,Shipped   ,1,3,2004,Classic Cars,S700_282,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10245,44,100,4628.8,5/4/2004 0:00  ,Shipped   ,2,5,2004,Classic Cars,S700_282,Super Scale Inc.              ,2035559545      ,567 North Pendale Street                ,New Haven     ,CT        ,97823   ,USA          ,Murphy    ,Leslie   
10258,45,80.9,3641.4,6/15/2004 0:00 ,Shipped   ,2,6,2004,Classic Cars,S700_282,"Tokyo Collectables, Ltd       ",+81 3 3584 0555 ,2-2-8 Roppongi                          ,Minato-ku     ,Tokyo     ,106-0032,Japan        ,Shimamura ,Akiko    
10270,46,88,4048,7/19/2004 0:00 ,Shipped   ,3,7,2004,Classic Cars,S700_282,Souveniers And Things Co.     ,+61 2 9495 8555 ,"Monitor Money Building, 815 Pacific Hwy ",Chatswood     ,NSW       ,2067    ,Australia    ,Huxley    ,Adrian   
10281,27,86,2321.5,8/19/2004 0:00 ,Shipped   ,3,8,2004,Classic Cars,S700_282,Diecast Classics Inc.         ,2155551555      ,7586 Pompton St.                        ,Allentown     ,PA        ,70267   ,USA          ,Yu        ,Kyung    
10291,28,100,3257,9/8/2004 0:00  ,Shipped   ,3,9,2004,Classic Cars,S700_282,Scandinavian Gift Ideas       ,0695-34 6555    ,?kergatan 24                            ,Br„cke        ,,S-844 67,Sweden       ,Larsson   ,Maria    
10304,40,100,4208,10/11/2004 0:00,Shipped   ,4,10,2004,Classic Cars,S700_282,Auto Associ‚s & Cie.          ,30.59.8555      ,"67, avenue de l'Europe                  ",Versailles    ,,78000   ,France       ,Tonini    ,Daniel   
10313,30,99.1,2973.9,10/22/2004 0:00,Shipped   ,4,10,2004,Classic Cars,S700_282,Canadian Gift Exchange Network,(604) 555-3392  ,1900 Oak St.                            ,Vancouver     ,BC        ,V3F 2K1 ,Canada       ,Tannamuri ,Yoshi    
10324,34,100,4248.3,11/5/2004 0:00 ,Shipped   ,4,11,2004,Classic Cars,S700_282,Vitachrome Inc.               ,2125551500      ,2678 Kingston Rd.                       ,NYC           ,NY        ,10022   ,USA          ,Frick     ,Michael  
10336,46,100,9558.8,11/20/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S700_282,"La Corne D'abondance, Co.     ",(1) 42.34.2555  ,"265, boulevard Charonne                 ",Paris         ,,75012   ,France       ,Bertrand  ,Marie    
10348,32,82.8,2650.6,11/1/2004 0:00 ,Shipped   ,4,11,2004,Classic Cars,S700_282,"Corrida Auto Replicas, Ltd    ",(91) 555 22 82  ,"C/ Araquil, 67                          ",Madrid        ,,28023   ,Spain        ,Sommer    ,Mart¡n   
10358,27,100,3761.4,12/10/2004 0:00,Shipped   ,4,12,2004,Classic Cars,S700_282,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10371,34,100,4301.3,1/23/2005 0:00 ,Shipped   ,1,1,2005,Classic Cars,S700_282,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10382,34,54.8,1864.6,2/17/2005 0:00 ,Shipped   ,1,2,2005,Classic Cars,S700_282,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10411,34,100,3576.8,5/1/2005 0:00  ,Shipped   ,2,5,2005,Classic Cars,S700_282,Qu‚bec Home Shopping Network  ,(514) 555-8054  ,43 rue St. Laurent                      ,Montr‚al      ,Qu‚bec    ,H1J 1C3 ,Canada       ,FresniŠre ,Jean     
10424,46,80.9,3722.3,5/31/2005 0:00 ,In Process,2,5,2005,Classic Cars,S700_282,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10106,32,100,3986.6,2/17/2003 0:00 ,Shipped   ,1,2,2003,Planes      ,S700_283,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10120,24,100,3417.1,4/29/2003 0:00 ,Shipped   ,2,4,2003,Planes      ,S700_283,"Australian Collectors, Co.    ",03 9520 4555    ,636 St Kilda Road                       ,Melbourne     ,Victoria  ,3004    ,Australia    ,Ferguson  ,Peter    
10133,27,99.7,2691.1,6/27/2003 0:00 ,Shipped   ,2,6,2003,Planes      ,S700_283,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10145,20,100,2752.6,8/25/2003 0:00 ,Shipped   ,3,8,2003,Planes      ,S700_283,Toys4GrownUps.com             ,6265557265      ,78934 Hillside Dr.                      ,Pasadena      ,CA        ,90003   ,USA          ,Young     ,Julie    
10168,36,100,4527.7,10/28/2003 0:00,Shipped   ,4,10,2003,Planes      ,S700_283,Technics Stores Inc.          ,6505556809      ,9408 Furth Circle                       ,Burlingame    ,CA        ,94217   ,USA          ,Hirano    ,Juri     
10188,29,100,3957.1,11/18/2003 0:00,Shipped   ,4,11,2003,Planes      ,S700_283,Herkku Gifts                  ,+47 2267 3215   ,"Drammen 121, PR 744 Sentrum             ",Bergen        ,,N 5804  ,Norway       ,Oeztan    ,Veysel   
10210,25,100,2818,1/12/2004 0:00 ,Shipped   ,1,1,2004,Planes      ,S700_283,Osaka Souveniers Co.          ,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka         ,Osaka     ,530-0003,Japan        ,Kentary   ,Mory     
10223,29,100,3199.9,2/20/2004 0:00 ,Shipped   ,1,2,2004,Planes      ,S700_283,"Australian Collectors, Co.    ",03 9520 4555    ,636 St Kilda Road                       ,Melbourne     ,Victoria  ,3004    ,Australia    ,Ferguson  ,Peter    
10235,25,96.1,2402.8,4/2/2004 0:00  ,Shipped   ,2,4,2004,Planes      ,S700_283,"Royal Canadian Collectables, L",(604) 555-4555  ,23 Tsawassen Blvd.                      ,Tsawassen     ,BC        ,T2F 8M4 ,Canada       ,Lincoln   ,Elizabeth
10250,44,100,6055.7,5/11/2004 0:00 ,Shipped   ,2,5,2004,Planes      ,S700_283,The Sharp Gifts Warehouse     ,4085553659      ,3086 Ingle Ln.                          ,San Jose      ,CA        ,94217   ,USA          ,Frick     ,Sue      
10263,47,100,5465.2,6/28/2004 0:00 ,Shipped   ,2,6,2004,Planes      ,S700_283,Gift Depot Inc.               ,2035552570      ,25593 South Bay Ln.                     ,Bridgewater   ,CT        ,97562   ,USA          ,King      ,Julie    
10275,48,100,6378.7,7/23/2004 0:00 ,Shipped   ,3,7,2004,Planes      ,S700_283,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10285,45,100,5392.8,8/27/2004 0:00 ,Shipped   ,3,8,2004,Planes      ,S700_283,Marta's Replicas Co.          ,6175558555      ,39323 Spinnaker Dr.                     ,Cambridge     ,MA        ,51247   ,USA          ,Hernandez ,Marta    
10297,35,100,3986.5,9/16/2004 0:00 ,Shipped   ,3,9,2004,Planes      ,S700_283,"Clover Collections, Co.       ",+353 1862 1555  ,25 Maiden Lane                          ,Dublin        ,,2       ,Ireland      ,Cassidy   ,Dean     
10308,31,100,4009.2,10/15/2004 0:00,Shipped   ,4,10,2004,Planes      ,S700_283,Mini Classics                 ,9145554562      ,3758 North Pendale Street               ,White Plains  ,NY        ,24067   ,USA          ,Frick     ,Steve    
10318,50,100,7119,11/2/2004 0:00 ,Shipped   ,4,11,2004,Planes      ,S700_283,Diecast Classics Inc.         ,2155551555      ,7586 Pompton St.                        ,Allentown     ,PA        ,70267   ,USA          ,Yu        ,Kyung    
10328,33,100,4072.2,11/12/2004 0:00,Shipped   ,4,11,2004,Planes      ,S700_283,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10340,29,100,4094.5,11/24/2004 0:00,Shipped   ,4,11,2004,Planes      ,S700_283,Enaco Distributors            ,(93) 203 4555   ,"Rambla de Catalu¤a, 23                  ",Barcelona     ,,08022   ,Spain        ,Saavedra  ,Eduardo  
10353,48,68.8,3302.4,12/4/2004 0:00 ,Shipped   ,4,12,2004,Planes      ,S700_283,Gift Ideas Corp.              ,2035554407      ,2440 Pompton St.                        ,Glendale      ,CT        ,97561   ,USA          ,Lewis     ,Dan      
10361,44,72.4,3186.5,12/17/2004 0:00,Shipped   ,4,12,2004,Planes      ,S700_283,Souveniers And Things Co.     ,+61 2 9495 8555 ,"Monitor Money Building, 815 Pacific Hwy ",Chatswood     ,NSW       ,2067    ,Australia    ,Huxley    ,Adrian   
10375,25,66.7,1668.2,2/3/2005 0:00  ,Shipped   ,1,2,2005,Planes      ,S700_283,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10388,50,100,7154.5,3/3/2005 0:00  ,Shipped   ,1,3,2005,Planes      ,S700_283,FunGiftIdeas.com              ,5085552555      ,1785 First Street                       ,New Bedford   ,MA        ,50553   ,USA          ,Benitez   ,Violeta  
10398,23,100,2810.8,3/30/2005 0:00 ,Shipped   ,1,3,2005,Planes      ,S700_283,Reims Collectables            ,26.47.1555      ,59 rue de l'Abbaye                      ,Reims         ,,51100   ,France       ,Henriot   ,Paul     
10401,21,96.1,2018.3,4/3/2005 0:00  ,On Hold   ,2,4,2005,Planes      ,S700_283,Tekni Collectables Inc.       ,2015559350      ,7476 Moss Rd.                           ,Newark        ,NJ        ,94019   ,USA          ,Brown     ,William  
10416,41,100,5642.8,5/10/2005 0:00 ,Shipped   ,2,5,2005,Planes      ,S700_283,L'ordine Souveniers           ,0522-556555     ,Strada Provinciale 124                  ,Reggio Emilia ,,42100   ,Italy        ,Moroni    ,Maurizio 
10106,44,74.4,3273.6,2/17/2003 0:00 ,Shipped   ,1,2,2003,Planes      ,S700_316,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10120,43,76,3268,4/29/2003 0:00 ,Shipped   ,2,4,2003,Planes      ,S700_316,"Australian Collectors, Co.    ",03 9520 4555    ,636 St Kilda Road                       ,Melbourne     ,Victoria  ,3004    ,Australia    ,Ferguson  ,Peter    
10143,28,96,2688,8/10/2003 0:00 ,Shipped   ,3,8,2003,Planes      ,S700_316,Mini Creations Ltd.           ,5085559555      ,4575 Hillside Dr.                       ,New Bedford   ,MA        ,50553   ,USA          ,Tam       ,Wing C   
10155,43,86.4,3715.2,10/6/2003 0:00 ,Shipped   ,4,10,2003,Planes      ,S700_316,"Toys of Finland, Co.          ",90-224 8555     ,Keskuskatu 45                           ,Helsinki      ,,21240   ,Finland      ,Karttunen ,Matti    
10168,48,96,4608,10/28/2003 0:00,Shipped   ,4,10,2003,Planes      ,S700_316,Technics Stores Inc.          ,6505556809      ,9408 Furth Circle                       ,Burlingame    ,CA        ,94217   ,USA          ,Hirano    ,Juri     
10199,38,82.4,3131.2,12/1/2003 0:00 ,Shipped   ,4,12,2003,Planes      ,S700_316,West Coast Collectables Co.   ,3105553722      ,3675 Furth Circle                       ,Burbank       ,CA        ,94019   ,USA          ,Thompson  ,Steve    
10210,31,86.4,2678.4,1/12/2004 0:00 ,Shipped   ,1,1,2004,Planes      ,S700_316,Osaka Souveniers Co.          ,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka         ,Osaka     ,530-0003,Japan        ,Kentary   ,Mory     
10223,26,67.2,1747.2,2/20/2004 0:00 ,Shipped   ,1,2,2004,Planes      ,S700_316,"Australian Collectors, Co.    ",03 9520 4555    ,636 St Kilda Road                       ,Melbourne     ,Victoria  ,3004    ,Australia    ,Ferguson  ,Peter    
10235,32,92,2944,4/2/2004 0:00  ,Shipped   ,2,4,2004,Planes      ,S700_316,"Royal Canadian Collectables, L",(604) 555-4555  ,23 Tsawassen Blvd.                      ,Tsawassen     ,BC        ,T2F 8M4 ,Canada       ,Lincoln   ,Elizabeth
10250,44,67.2,2956.8,5/11/2004 0:00 ,Shipped   ,2,5,2004,Planes      ,S700_316,The Sharp Gifts Warehouse     ,4085553659      ,3086 Ingle Ln.                          ,San Jose      ,CA        ,94217   ,USA          ,Frick     ,Sue      
10262,27,76,2052,6/24/2004 0:00 ,Cancelled ,2,6,2004,Planes      ,S700_316,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10275,43,73.6,3164.8,7/23/2004 0:00 ,Shipped   ,3,7,2004,Planes      ,S700_316,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10284,25,69.6,1740,8/21/2004 0:00 ,Shipped   ,3,8,2004,Planes      ,S700_316,"Norway Gifts By Mail, Co.     ",+47 2212 1555   ,"Drammensveien 126 A, PB 744 Sentrum     ",Oslo          ,,N 0106  ,Norway       ,Klaeboe   ,Jan      
10296,22,80.8,1777.6,9/15/2004 0:00 ,Shipped   ,3,9,2004,Planes      ,S700_316,"Bavarian Collectables Imports,",+49 89 61 08 955,Hansastr. 15                            ,Munich        ,,80686   ,Germany      ,Donnermeye,Michael  
10308,21,87.2,1831.2,10/15/2004 0:00,Shipped   ,4,10,2004,Planes      ,S700_316,Mini Classics                 ,9145554562      ,3758 North Pendale Street               ,White Plains  ,NY        ,24067   ,USA          ,Frick     ,Steve    
10316,48,75.2,3609.6,11/1/2004 0:00 ,Shipped   ,4,11,2004,Planes      ,S700_316,giftsbymail.co.uk             ,(198) 555-8888  ,Garden House Crowther Way               ,Cowes         ,Isle of Wi,PO31 7PJ,UK           ,Bennett   ,Helen    
10328,33,64,2112,11/12/2004 0:00,Shipped   ,4,11,2004,Planes      ,S700_316,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10341,34,100,3644.1,11/24/2004 0:00,Shipped   ,4,11,2004,Planes      ,S700_316,Salzburg Collectables         ,6562-9555       ,Geislweg 14                             ,Salzburg      ,,5020    ,Austria      ,Pipps     ,Georg    
10353,43,82,3523.8,12/4/2004 0:00 ,Shipped   ,4,12,2004,Planes      ,S700_316,Gift Ideas Corp.              ,2035554407      ,2440 Pompton St.                        ,Glendale      ,CT        ,97561   ,USA          ,Lewis     ,Dan      
10361,44,100,5001.9,12/17/2004 0:00,Shipped   ,4,12,2004,Planes      ,S700_316,Souveniers And Things Co.     ,+61 2 9495 8555 ,"Monitor Money Building, 815 Pacific Hwy ",Chatswood     ,NSW       ,2067    ,Australia    ,Huxley    ,Adrian   
10375,44,100,5208.7,2/3/2005 0:00  ,Shipped   ,1,2,2005,Planes      ,S700_316,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10386,32,94.3,3018.9,3/1/2005 0:00  ,Resolved  ,1,3,2005,Planes      ,S700_316,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10398,29,65.6,1902.4,3/30/2005 0:00 ,Shipped   ,1,3,2005,Planes      ,S700_316,Reims Collectables            ,26.47.1555      ,59 rue de l'Abbaye                      ,Reims         ,,51100   ,France       ,Henriot   ,Paul     
10401,77,92,7084,4/3/2005 0:00  ,On Hold   ,2,4,2005,Planes      ,S700_316,Tekni Collectables Inc.       ,2015559350      ,7476 Moss Rd.                           ,Newark        ,NJ        ,94019   ,USA          ,Brown     ,William  
10416,39,67.2,2620.8,5/10/2005 0:00 ,Shipped   ,2,5,2005,Planes      ,S700_316,L'ordine Souveniers           ,0522-556555     ,Strada Provinciale 124                  ,Reggio Emilia ,,42100   ,Italy        ,Moroni    ,Maurizio 
10105,39,81.1,3164.5,2/11/2003 0:00 ,Shipped   ,1,2,2003,Ships       ,S700_350,Danish Wholesale Imports      ,31 12 3555      ,Vinb‘ltet 34                            ,Kobenhavn     ,,1734    ,Denmark      ,Petersen  ,Jytte    
10118,36,100,4219.2,4/21/2003 0:00 ,Shipped   ,2,4,2003,Ships       ,S700_350,Enaco Distributors            ,(93) 203 4555   ,"Rambla de Catalu¤a, 23                  ",Barcelona     ,,08022   ,Spain        ,Saavedra  ,Eduardo  
10129,42,91.2,3828.3,6/12/2003 0:00 ,Shipped   ,2,6,2003,Ships       ,S700_350,"Stylish Desk Decors, Co.      ",(171) 555-0297  ,35 King George                          ,London        ,,WX3 6FW ,UK           ,Brown     ,Ann      
10142,21,100,2335,8/8/2003 0:00  ,Shipped   ,3,8,2003,Ships       ,S700_350,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10153,50,88.2,4407.5,9/28/2003 0:00 ,Shipped   ,3,9,2003,Ships       ,S700_350,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
